"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene-SAOUHSC_00217",24.3186397819712,-0.0250908385333079,0.518842390547185,-0.0482646068978663,0.961505361268502,0.99532679523297
"gene-SAOUHSC_00218",1.6043697895159,0.291929450985973,0.513296819173975,0.571270977637496,0.567815971667535,NA
"gene-SAOUHSC_00219",128.444905071646,-0.686280367293961,0.406552382684371,-1.68551725763917,0.09188881807208,0.445620834849008
"gene-SAOUHSC_00220",9.77222254505913,0.839174574320931,0.44865695419515,1.85529131116361,0.0635546383161702,0.384764928247686
"gene-SAOUHSC_00221",21.1643760752823,-0.623604023799796,0.456400445896315,-1.35737636636582,0.174661653686835,0.570841523923424
"gene-SAOUHSC_00222",38.0782800461911,0.206556046722266,0.456818125057544,0.452092410766967,0.651202410760857,0.898533922799516
"gene-SAOUHSC_00223",10.1091625692464,0.237556102926698,0.517826554857919,0.46269808462021,0.643580791397759,0.895700736065759
"gene-SAOUHSC_00225",17.8167920013055,0.578891704542501,0.41584326407081,1.39048578761278,0.164381412110135,0.557974529225326
"gene-SAOUHSC_00226",61.6711427602621,0.359013266010147,0.301820733433378,1.18935138430903,0.234301422997156,0.640901631788763
"gene-SAOUHSC_00227",412.80883005163,-0.0945696678192478,0.265990215565006,-0.355543823104224,0.722182220529685,0.931301601708283
"gene-SAOUHSC_00228",126.875613913364,0.201197708919876,0.425272353595933,0.473568420811761,0.635807699128005,0.893202475268928
"gene-SAOUHSC_00229",1.23382810503292,-0.19784439864628,0.486176943197393,-0.401466542949188,0.688076665971657,NA
"gene-SAOUHSC_00230",24.7739876031459,0.0805312082664158,0.313360496315761,0.256574937460636,0.797506924459292,0.958779511170522
"gene-SAOUHSC_00231",0.812890679796804,0.387227201935102,0.446300951829218,0.816744386795449,0.414074519663789,NA
"gene-SAOUHSC_00232",36.7283677602379,-0.447944980924952,0.417318145615729,-1.0703361497489,0.284468028241191,0.679617577342776
"gene-SAOUHSC_00233",46.547424376108,-0.873863211576624,0.435634377502647,-1.99725546218399,0.0457974388842667,0.327101846475474
"gene-SAOUHSC_00234",9.97307283274299,-0.532681346591964,0.505340620177771,-1.04973393399256,0.29384045748594,0.694181981826619
"gene-SAOUHSC_00235",7.88517192874638,-0.562656006200879,0.49811131057048,-1.11168464450942,0.26627376432552,0.665522640604611
"gene-SAOUHSC_00236",99.959682558059,-0.43141866642063,0.507368705822358,-0.845480435183065,0.397842651786347,0.763632654792681
"gene-SAOUHSC_00237",39.54729751831,0.0761336255481776,0.482189692420391,0.157728275281962,0.874670918926098,0.979338632933664
"gene-SAOUHSC_00238",3.04764647222425,-0.0332497520891723,0.518833253006404,-0.0634034951411565,0.949445204133112,0.99532679523297
"gene-SAOUHSC_00239",23.2024560563878,-0.586829719676787,0.340486047309047,-1.72149664120417,0.0851607411474933,0.431716508015948
"gene-SAOUHSC_00240",13.4169089487225,-0.570648848019358,0.436721801791764,-1.3062843969913,0.191455861183931,0.593109497673714
"gene-SAOUHSC_00241",58.9836050187687,0.32235125027601,0.35887351297892,0.898155182122691,0.369102823262839,0.744357360246725
"gene-SAOUHSC_00242",45.8100734360604,-0.181896139148879,0.518919759468824,-0.348666833677264,0.727339446399871,0.933335771206822
"gene-SAOUHSC_00244",2.00789611263172,0.493133423951719,0.427594806122819,1.52821691350111,0.126458690800959,NA
"gene-SAOUHSC_00246",14.7599721074665,-0.131815513672831,0.432783048798016,-0.303687891458134,0.761365683810249,0.944940643042795
"gene-SAOUHSC_00247",31.0941147215537,0.509043854309419,0.450086140778575,1.13259396827759,0.257384802789826,0.660395476684671
